Row ID,Order ID,Order Date,Customer Name,Region,Province,Product Category,Product Sub-Category,Product Name,Order Quantity,Sales,Discount,Profit,Ship Mode,Ship Date,Shipping Cost
910,ORD78581,2015-10-07,Emma Miller,Central,California,Furniture,Tables,Tables 342,4,1120.59,0.45,-217.42,Standard Class,2016-05-22,22.33
911,ORD33076,2018-06-13,Sophia Rodriguez,North,Texas,Office Supplies,Binders,Binders 545,1,214.74,0.1,4.46,Second Class,2021-01-25,13.33
604,ORD33342,2016-04-05,Charlie Jones,South,Illinois,Technology,Monitors,Monitors 577,6,277.87,0.45,-68.52,Second Class,2023-10-17,8.63
913,ORD50795,2020-12-03,David Garcia,West,California,Technology,Printers,Printers 217,6,1874.06,0.17,-84.75,Standard Class,2017-04-21,25.17
914,ORD60411,2018-11-18,John Smith,Central,Arizona,Office Supplies,Paper,Paper 383,7,909.78,0.42,-202.39,First Class,2019-01-02,41.39
179,ORD10262,2022-09-18,Alice Williams,East,Illinois,Furniture,Bookcases,Bookcases 343,4,1973.45,0.41,-525.63,Same Day,2022-11-27,33.51
916,ORD74243,2017-06-04,John Smith,West,California,Furniture,Chairs,Chairs 527,8,3557.94,0.42,-779.14,Same Day,2021-05-22,25.46
917,ORD68649,2017-08-05,Emma Miller,West,Texas,Technology,Monitors,Monitors 969,6,1184.11,0.45,-402.56,Same Day,2024-10-16,47.32
918,ORD68062,2018-11-27,Alice Williams,West,Oregon,Office Supplies,Binders,Binders 899,10,4996.06,0.45,-1432.9,Same Day,2022-07-11,10.27
919,ORD96658,2022-04-11,Emma Miller,North,Texas,Technology,Monitors,Monitors 994,9,2020.64,0.11,17.65,Same Day,2017-01-06,6.99
920,ORD83338,2015-03-21,John Smith,North,Florida,Office Supplies,Pens,Pens 924,6,2451.14,0.41,-690.08,Standard Class,2019-06-14,29.58
921,ORD53191,2019-09-25,Emma Miller,Central,Illinois,Technology,Printers,Printers 704,3,1237.97,0.34,-59.28,Second Class,2019-03-25,24.13
922,ORD61047,2024-05-24,Charlie Jones,Central,New York,Technology,Printers,Printers 484,2,804.32,0.18,23.27,Same Day,2015-01-19,10.7
923,ORD56693,2024-03-10,Liam Martinez,South,Washington,Technology,Laptops,Laptops 122,8,327.51,0.15,0.74,First Class,2022-05-18,20.32
924,ORD37232,2018-04-05,Alice Williams,North,Oregon,Technology,Laptops,Laptops 531,6,1151.84,0.19,-92.25,First Class,2019-06-16,31.07
925,ORD78290,2023-06-09,Jane Johnson,Central,Washington,Technology,Laptops,Laptops 872,9,1367.01,0.02,310.28,First Class,2019-07-05,12.05
926,ORD96669,2015-12-12,Charlie Jones,Central,Florida,Furniture,Bookcases,Bookcases 347,6,1284.82,0.01,326.23,Same Day,2021-06-22,25.48
927,ORD53223,2016-04-02,Jane Johnson,South,New York,Furniture,Bookcases,Bookcases 939,8,2327.04,0.3,-285.56,Second Class,2024-11-07,29.62
928,ORD24664,2015-11-19,Liam Martinez,North,Washington,Office Supplies,Binders,Binders 701,9,3529.26,0.33,-415.56,Same Day,2024-08-07,7.39
929,ORD14428,2023-10-25,Charlie Jones,Central,Florida,Furniture,Bookcases,Bookcases 514,1,318.58,0.47,-79.94,First Class,2018-11-23,39.69
930,ORD98352,2023-06-25,Charlie Jones,North,Washington,Office Supplies,Paper,Paper 717,6,2761.78,0.12,72.35,Standard Class,2022-11-07,36.23
931,ORD92853,2021-03-07,Olivia Davis,South,California,Office Supplies,Pens,Pens 431,1,356.39,0.09,37.02,Same Day,2022-08-07,21.95
932,ORD67487,2022-05-12,Jane Johnson,Central,Arizona,Furniture,Bookcases,Bookcases 665,4,663.45,0.27,-6.44,Second Class,2022-08-14,14.51
933,ORD98041,2018-11-24,Charlie Jones,Centraly,Florida,Office Supplies,Binders,Binders 822,5,1061.26,0.43,-208.08,Same Day,2017-07-07,7.56
452,ORD94954,2023-07-22,Jane Johnson,East,New York,Technology,Monitors,Monitors 902,9,1653.4,0.14,107.28,Standard Class,2020-12-03,42.92
935,ORD54517,2018-12-11,Charlie Jones,West,New York,Furniture,Tables,Tables 890,4,185.75,0.13,23.3,Same Day,2017-10-03,26.36
936,ORD51038,2016-08-18,Sophia Rodriguez,Northx,Oregon,Technology,Laptops,Laptops 984,4,135.95,0.17,4.08,Second Class,2016-12-28,30.72
937,ORD39934,2021-11-25,Charlie Jones,South,Arizona,Office Supplies,Binders,Binders 104,3,658.83,0.49,-133.69,Same Day,2023-04-05,5.19
938,ORD95784,2024-05-16,Olivia Davis,East,California,Furniture,Bookcases,Bookcases 587,6,2429.7,0.45,-621.57,Standard Class,2021-09-07,15.1
939,ORD33555,2021-03-03,John Smith,East,Illinois,Furniture,Bookcases,Bookcases 918,8,1280.4,0.06,165.0,Second Class,2020-04-18,8.89
940,ORD55525,2019-06-13,Jane Johnson,South,Florida,Technology,Printers,Printers 880,5,515.53,0.17,-33.8,First Class,2024-07-14,9.9
941,ORD65029,2015-10-20,John Smith,West,Oregon,Office Supplies,Binders,Binders 684,3,781.1,0.38,-98.92,Second Class,2021-02-21,37.22
942,ORD72736,202-15-30,Sophia Rodriguez,Central,Arizona,Furniture,Chairs,Chairs 158,7,3468.01,0.44,-1154.73,Standard Class,2015-09-12,19.44
943,ORD73693,2022-06-10,Sophia Rodriguez,North,Washington,Office Supplies,Paper,Paper 358,10,4221.04,0.3,-161.13,First Class,2020-01-02,46.13
944,ORD90361,202-15-30,Olivia Davis,North,Illinois,Technology,Printers,Printers 689,2,866.87,0.13,40.17,Second Class,2024-12-18,40.73
658,ORD86028,2018-11-10,Jane Johnson,East,Florida,Technology,Monitors,Monitors 246,6,2845.12,0.46,-689.13,Same Day,2017-04-08,43.43
946,ORD73632,2021-04-03,Bob Brown,West,Oregon,Furniture,Tables,Tables 921,8,284.85,0.44,-51.67,Second Class,2015-06-13,45.08
947,ORD64325,2022-03-15,Liam Martinez,South,Florida,Office Supplies,Paper,Paper 407,1,344.8,0.04,38.61,Standard Class,2024-01-26,8.76
948,ORD78106,2016-09-28,Alice Williams,East,Arizona,Office Supplies,Binders,Binders 631,10,2258.41,0.03,216.33,First Class,2017-03-13,10.28
949,ORD56484,2015-07-10,Charlie Jones,East,Washington,Office Supplies,Pens,Pens 378,7,1815.24,0.48,-657.35,Same Day,2019-07-04,23.89
950,ORD30159,2017-04-16,Emma Miller,North,New York,Furniture,Bookcases,Bookcases 962,5,1724.01,0.43,-246.2,Second Class,2019-11-20,22.13
951,ORD85997,2020-01-17,Emma Miller,North,Texas,Office Supplies,Pens,Pens 841,7,1447.96,0.01,257.1,Second Class,2016-09-25,43.14
14,ORD23089,2018-09-07,Alice Williams,West,California,Office Supplies,Paper,Paper 551,1,51.74,0.09,8.54,First Class,2017-08-19,19.89
953,ORD43607,2024-10-12,Bob Brown,North,Florida,Technology,Printers,Printers 150,7,1206.92,0.24,-21.37,Second Class,2019-02-03,36.37
954,ORD29077,2021-06-20,Charlie Jones,South,Arizona,Technology,Laptops,Laptops 929,2,726.7,0.38,-118.52,Same Day,2024-01-07,40.93
955,ORD96990,2016-08-10,Liam Martinez,West,Illinois,Furniture,Chairs,Chairs 635,1,30.31,0.12,2.54,Same Day,2017-10-06,37.21
956,ORD13519,2021-05-18,Emma Miller,West,Illinois,Furniture,Chairs,Chairs 536,2,337.8,0.11,30.02,First Class,2024-02-16,15.6
957,ORD62925,2022-02-26,Emma Miller,South,California,Furniture,Tables,Tables 872,7,1997.78,0.21,170.02,Second Class,2015-03-04,31.65
958,ORD41089,2017-10-24,David Garcia,North,New York,Technology,Monitors,Monitors 796,5,241.89,0.15,34.49,Second Class,2024-03-05,15.02
959,ORD27305,2022-09-13,Alice Williams,South,Washington,Office Supplies,Pens,Pens 554,3,1285.66,0.25,-64.3,First Class,2017-11-17,46.61
960,ORD92573,2024-06-01,Jane Johnson,South,Oregon,Furniture,Chairs,Chairs 446,2,529.62,0.08,84.7,Standard Class,2020-08-24,39.96
961,ORD61628,2017-09-05,Emma Miller,North,California,Furniture,Tables,Tables 179,5,586.4,0.08,92.09,Second Class,2017-06-26,14.34
962,ORD31397,2017-03-01,Charlie Jones,West,Florida,Office Supplies,Binders,Binders 977,9,1756.68,0.08,168.18,Second Class,2015-08-22,47.57
963,ORD25573,2020-06-15,Sophia Rodriguez,East,New York,Technology,Monitors,Monitors 920,8,2759.41,0.3,-249.1,First Class,2023-09-12,43.84
964,ORD55307,2022-05-25,Charlie Jones,Central,New York,Furniture,Tables,Tables 233,3,930.86,0.01,152.68,Standard Class,2022-11-16,39.16
965,ORD20109,2018-04-21,Olivia Davis,South,California,Furniture,Chairs,Chairs 100,7,1458.27,0.4,-352.94,Second Class,2019-01-13,19.77
966,ORD92411,2022-08-09,Olivia Davis,North,Arizona,Technology,Laptops,Laptops 323,10,3521.65,0.5,-937.38,Same Day,2023-05-27,18.83
967,ORD98124,2017-05-14,David Garcia,North,Washington,Technology,Printers,Printers 907,2,468.18,0.15,49.84,First Class,2020-04-04,38.51
968,ORD83493,2022-03-25,Jane Johnson,South,Florida,Technology,Laptops,Laptops 312,2,623.19,0.38,-71.31,Same Day,2024-02-22,6.77
969,ORD29837,2023-12-21,Olivia Davis,Central,New York,Office Supplies,Paper,Paper 611,9,2754.85,0.47,-896.1,Second Class,2019-05-14,47.28
970,ORD60187,2017-12-25,Alice Williams,West,Oregon,Technology,Printers,Printers 144,6,1507.83,0.0,396.66,First Class,2017-11-08,39.08
971,ORD62916,2017-06-10,Charlie Jones,East,Washington,Office Supplies,Pens,Pens 440,7,2013.84,0.05,211.99,Standard Class,2022-08-20,42.21
972,ORD19616,2018-02-02,Emma Miller,Central,California,Technology,Monitors,Monitors 859,10,3858.55,0.0,932.21,First Class,2022-03-24,22.97
973,ORD84698,2015-01-13,Emma Miller,Central,Illinois,Furniture,Bookcases,Bookcases 866,1,269.01,0.36,-48.69,Second Class,2021-04-06,39.18
974,ORD35966,2015-04-24,Sophia Rodriguez,South,Arizona,Furniture,Bookcases,Bookcases 824,10,4148.99,0.19,176.18,Same Day,2020-11-24,5.9
975,ORD17051,2022-05-09,Sophia Rodriguez,Westx,Florida,Furniture,Bookcases,Bookcases 709,1,382.9,0.46,-62.46,Standard Class,2024-04-10,30.75
976,ORD16740,2021-12-14,Liam Martinez,South,California,Office Supplies,Pens,Pens 392,2,714.26,0.45,-175.41,First Class,2023-12-26,13.95
977,ORD19794,2023-01-20,Jane Johnson,West,Washington,Office Supplies,Pens,Pens 948,1,150.25,0.43,-40.73,Same Day,2019-01-26,20.93
978,ORD19482,2015-04-05,David Garcia,East,Oregon,Technology,Printers,Printers 563,6,2540.1,0.39,-416.12,Standard Class,2024-04-14,44.87
979,ORD68137,2023-06-01,Liam Martinez,South,Florida,Furniture,Bookcases,Bookcases 762,10,962.58,0.21,-15.66,Same Day,2019-05-24,20.75
980,ORD13803,2016-09-17,Emma Miller,East,Florida,Technology,Laptops,Laptops 317,10,1106.71,0.23,15.03,Second Class,2020-06-10,33.38
981,ORD16201,2015-02-06,Olivia Davis,West,Florida,Furniture,Chairs,Chairs 849,8,3052.29,0.05,216.5,Second Class,2015-01-25,6.89
982,ORD82732,2016-07-13,Liam Martinez,East,New York,Furniture,Bookcases,Bookcases 583,9,4401.89,0.41,-1245.06,Second Class,2018-03-26,19.81
983,ORD61446,2024-04-24,Sophia Rodriguez,North,New York,Furniture,Tables,Tables 462,1,464.82,0.19,41.63,Second Class,2017-01-16,45.37
984,ORD45536,2018-04-24,Charlie Jones,West,Texas,Furniture,Tables,Tables 568,9,3017.41,0.33,-344.12,Standard Class,2020-07-09,19.53
985,ORD29466,2019-06-11,Bob Brown,West,California,Technology,Printers,Printers 427,9,205.0,0.48,-40.44,Same Day,2020-10-13,21.46
986,ORD72553,2019-04-25,Jane Johnson,East,New York,Technology,Laptops,Laptops 332,5,361.9,0.5,-76.02,Standard Class,2022-08-18,39.87
55,ORD19005,2021-04-19,Alice Williams,Central,Illinois,Office Supplies,Binders,Binders 526,9,1738.35,0.07,368.69,Second Class,2024-10-21,21.03
988,ORD93320,2021-12-21,Alice Williams,West,Washington,Technology,Printers,Printers 337,8,2458.43,0.5,-678.63,Second Class,2015-12-06,11.25
989,ORD98331,2023-06-15,Emma Miller,East,New York,Technology,Printers,Printers 390,8,1304.58,0.21,71.07,Second Class,2024-08-07,17.07
990,ORD46042,2024-01-25,Jane Johnson,Central,California,Technology,Laptops,Laptops 825,1,438.54,0.41,-51.56,Standard Class,2017-11-11,22.83
991,ORD70359,2016-05-21,Liam Martinez,Central,California,Furniture,Chairs,Chairs 192,9,1030.9,0.34,-137.43,Same Day,2020-06-14,41.32
992,ORD31111,2016-10-10,Alice Williams,Central,Washington,Technology,Monitors,Monitors 781,2,339.52,0.34,-26.37,First Class,2016-06-05,25.41
993,ORD19667,2020-08-06,Emma Miller,North,Florida,Office Supplies,Pens,Pens 435,3,1157.86,0.18,69.66,Second Class,2017-10-06,11.64
994,ORD96298,2015-03-22,Alice Williams,Central,Texas,Furniture,Tables,Tables 192,2,724.53,0.04,62.66,First Class,2022-06-01,31.9
995,ORD15004,2021-02-26,David Garcia,South,Florida,Office Supplies,Paper,Paper 533,5,985.43,0.22,-66.19,First Class,2015-04-14,5.26
996,ORD30096,2019-07-02,Liam Martinez,South,Arizona,Office Supplies,Binders,Binders 591,10,686.81,0.42,-101.27,Standard Class,2018-07-15,23.17
997,ORD30950,2020-02-20,Charlie Jones,South,California,Office Supplies,Pens,Pens 917,10,560.7,0.3,-11.47,Second Class,2021-09-26,34.06
998,ORD70512,2017-05-14,Olivia Davis,South,Florida,Technology,Laptops,Laptops 745,1,487.78,0.03,51.69,Same Day,2021-11-24,36.75
999,ORD75214,2017-01-10,Emma Miller,South,Texas,,Chairs,Chairs 918,1,374.58,0.01,59.47,Standard Class,2018-02-02,25.94
1000,ORD76365,2023-02-10,John Smith,West,Texas,Technology,Laptops,Laptops 145,6,941.04,0.33,-153.02,First Class,2015-02-23,6.11
1001,ORD62064,2016-08-28,Emma Miller,Central,Florida,Office Supplies,Pens,Pens 354,4,611.77,0.38,-94.51,First Class,2019-08-24,7.6
1002,ORD11742,2019-08-26,Sophia Rodriguez,West,Illinois,Office Supplies,Binders,Binders 696,10,4012.76,0.06,544.41,Same Day,2024-07-10,10.86
1003,ORD77552,2021-11-15,David Garcia,Central,Illinois,Office Supplies,Pens,Pens 328,8,3702.99,0.38,-779.71,Second Class,2015-03-12,9.8
1004,ORD80840,2015-10-25,Liam Martinez,West,Oregon,Technology,Laptops,Laptops 935,3,599.66,0.06,81.64,Second Class,2017-06-24,35.16
1005,ORD49703,2022-08-04,Charlie Jones,North,California,Technology,Printers,Printers 882,3,274.07,0.25,13.23,Standard Class,2022-03-28,36.8
1006,ORD59673,2019-03-09,David Garcia,North,Washington,Office Supplies,Pens,Pens 732,10,920.85,0.34,-69.97,Same Day,2015-06-01,16.05
1007,ORD25238,2016-05-16,Charlie Jones,West,Illinois,Technology,Printers,Printers 118,2,30.92,0.09,6.14,Same Day,2018-09-16,34.98
1008,ORD88590,2016-07-09,John Smith,East,Illinois,Office Supplies,Paper,Paper 705,7,2245.65,0.39,-637.67,Same Day,2023-10-20,48.19
1009,ORD48584,2022-10-23,Bob Brown,West,California,Furniture,Tables,Tables 274,5,946.52,0.1,78.18,Standard Class,2023-10-14,48.28
1010,ORD60124,2019-07-22,David Garcia,West,Washington,Technology,Monitors,Monitors 765,2,289.56,0.41,-58.58,Same Day,2018-06-08,32.77
1011,ORD32955,202-15-30,Liam Martinez,Central,Illinois,Technology,Printers,Printers 727,8,839.64,0.1,113.61,First Class,2018-03-07,17.62
1012,ORD94935,2024-06-21,Jane Johnson,West,Florida,Furniture,Tables,Tables 597,4,1854.92,0.16,-83.05,Same Day,2021-02-12,35.98
1013,ORD96861,2022-11-28,Emma Miller,North,New York,Technology,Monitors,Monitors 175,8,1030.7,0.24,-59.37,Same Day,2021-07-20,37.06
1014,ORD66468,2023-04-19,David Garcia,North,Oregon,Office Supplies,Binders,Binders 472,5,1243.68,0.15,66.75,Same Day,2015-03-14,18.38
1015,ORD11047,2020-12-16,Bob Brown,Central,Oregon,Technology,Laptops,Laptops 525,3,217.83,0.15,16.49,Second Class,2020-06-12,30.16
1016,ORD42125,2019-05-02,Olivia Davis,East,Oregon,Furniture,Bookcases,Bookcases 456,8,1731.4,0.43,-421.64,Second Class,2024-03-18,26.05
1017,ORD79406,2019-06-09,Olivia Davis,East,Florida,Office Supplies,Pens,Pens 180,6,1797.4,0.22,-106.79,Same Day,2024-03-01,18.85
1018,ORD32949,2022-09-08,Liam Martinez,West,Washington,Office Supplies,Pens,Pens 173,2,582.85,0.13,20.11,First Class,2019-05-05,24.33
1019,ORD13472,2017-12-04,Jane Johnson,North,California,Technology,Laptops,Laptops 485,5,1617.98,0.37,-283.54,First Class,2018-06-14,30.25
1020,ORD97784,2020-10-14,Liam Martinez,North,Illinois,Office Supplies,Paper,Paper 304,4,951.13,0.41,-119.27,Second Class,2018-12-16,9.42
1021,ORD23443,2017-01-11,John Smith,Central,Texas,Technology,Printers,Printers 104,5,171.55,0.11,28.48,First Class,2018-09-23,20.77
1022,ORD68383,2016-09-22,Liam Martinez,West,Arizona,Office Supplies,Paper,Paper 456,2,688.08,0.05,94.64,Same Day,2017-09-14,5.43
1023,ORD14210,2018-03-05,Olivia Davis,South,Washington,Furniture,Chairs,Chairs 301,8,1766.69,0.49,-434.38,Same Day,2024-12-16,5.76
1024,ORD46311,2015-07-01,Sophia Rodriguez,West,Oregon,Technology,Printers,Printers 728,1,60.68,0.02,11.14,First Class,2022-12-24,10.53
1025,ORD68581,2024-09-15,Charlie Jones,Central,Oregon,Office Supplies,Pens,Pens 724,6,2192.39,0.4,-627.53,Standard Class,2021-12-12,27.16
1026,ORD74033,2019-05-21,John Smith,West,Oregon,Technology,Printers,Printers 181,1,79.91,0.11,13.43,Second Class,2023-09-14,32.65
1027,ORD34918,2024-02-11,Sophia Rodriguez,East,Florida,Furniture,Chairs,Chairs 732,3,213.29,0.14,8.84,Standard Class,2016-11-22,12.22
1028,ORD80958,2022-04-03,Bob Brown,South,Texas,Office Supplies,Binders,Binders 459,10,1463.55,0.29,-235.94,Same Day,2018-03-16,24.99
1029,ORD33304,2016-02-12,Charlie Jones,East,Washington,Technology,Printers,Printers 319,8,1039.45,0.33,-150.09,Second Class,2023-02-11,44.38
1030,ORD14173,2022-08-09,David Garcia,North,Texas,Furniture,Tables,Tables 939,9,4152.0,0.05,749.77,Second Class,2019-10-17,6.65
1031,ORD90396,2022-08-21,Bob Brown,West,California,Technology,Monitors,Monitors 454,10,1921.47,0.31,-28.54,First Class,2023-05-15,48.31
1032,ORD12071,2018-10-22,Jane Johnson,West,Arizona,Technology,Printers,Printers 267,7,1858.07,0.33,-329.61,Second Class,2016-09-25,27.65
1033,ORD77132,2016-03-03,Bob Brown,East,Arizona,Office Supplies,Binders,Binders 130,7,978.08,0.33,-180.5,Standard Class,2020-10-15,7.42
1034,ORD18923,2019-01-12,Liam Martinez,North,Arizona,Technology,Monitors,Monitors 324,10,4198.7,0.02,410.16,Same Day,2015-03-25,27.91
1035,ORD29449,2017-09-26,Bob Brown,South,Texas,Office Supplies,Binders,Binders 132,5,227.46,0.07,9.68,Same Day,2020-07-24,31.08
211,ORD16875,2022-10-14,Liam Martinez,East,New York,Technology,Laptops,Laptops 780,4,420.99,0.15,6.89,Same Day,2020-11-23,18.71
1037,ORD44746,2022-03-06,Bob Brown,South,California,Office Supplies,Binders,Binders 597,5,1087.06,0.12,24.48,Same Day,2021-04-21,29.21
1038,ORD80630,2019-03-22,Emma Miller,South,Arizona,Office Supplies,Paper,Paper 516,5,1206.96,0.14,23.14,Same Day,2023-07-10,5.26
872,ORD37769,2024-10-04,David Garcia,East,Illinois,Technology,Monitors,Monitors 110,4,1610.36,0.49,-416.61,Second Class,2016-08-06,9.28
1040,ORD70524,2024-10-10,Charlie Jones,Central,Arizona,Office Supplies,Paper,Paper 418,2,388.62,0.36,-49.34,First Class,2023-11-17,7.52
1041,ORD13702,2019-12-11,Emma Miller,North,Florida,Furniture,Bookcases,Bookcases 454,7,1533.01,0.24,-131.06,Second Class,2020-03-09,39.15
1042,ORD63082,2017-02-21,John Smith,West,Oregon,Technology,Monitors,Monitors 276,6,72.61,0.49,-16.17,First Class,2024-03-25,10.56
1043,ORD24924,2017-07-06,Emma Miller,Central,New York,Office Supplies,Binders,Binders 291,5,1564.92,0.35,-247.79,First Class,2023-09-01,17.42
1044,ORD58594,2020-05-03,Jane Johnson,North,Washington,Furniture,Bookcases,Bookcases 769,3,876.21,0.23,-90.9,Standard Class,2015-12-09,32.06
1045,ORD50608,2019-05-18,Olivia Davis,North,Illinois,Furniture,Chairs,Chairs 487,9,2964.13,0.25,49.93,Second Class,2021-07-11,28.3
1046,ORD17146,2017-04-18,David Garcia,East,Texas,Technology,Laptops,Laptops 337,7,349.65,0.36,-44.94,Standard Class,2018-11-25,22.95
1047,ORD80430,2016-05-11,David Garcia,West,California,Technology,Printers,Printers 885,2,333.23,0.47,-60.75,Second Class,2021-07-13,10.76
1048,ORD70379,2022-08-10,David Garcia,Centralx,Texas,Technology,Printers,Printers 520,5,1746.5,0.18,54.86,First Class,2016-02-15,49.11
1049,ORD44001,2015-11-23,Sophia Rodriguez,West,California,Office Supplies,Binders,Binders 684,3,1404.92,0.22,-25.4,First Class,2019-05-14,24.62
1050,ORD21061,2021-08-03,Charlie Jones,South,Illinois,Technology,Laptops,Laptops 403,8,358.33,0.36,-92.15,First Class,2023-09-07,34.1
1051,ORD96055,2016-11-24,Liam Martinez,North,California,Furniture,Tables,Tables 484,1,334.56,0.42,-97.08,Second Class,2017-10-12,49.53
1052,ORD39846,2018-06-16,Emma Miller,East,Florida,Technology,Printers,Printers 970,4,427.79,0.1,29.75,Standard Class,2024-05-10,5.66
1053,ORD13206,2018-01-24,David Garcia,West,Illinois,Office Supplies,Binders,Binders 303,4,1756.85,0.43,-521.18,Same Day,2016-11-17,28.15
1054,ORD14831,2015-10-21,John Smith,West,Florida,Furniture,Tables,Tables 448,1,134.75,0.19,2.97,Standard Class,2020-03-24,8.84
1055,ORD67132,2021-05-27,Alice Williams,East,California,,Pens,Pens 493,10,1390.15,0.14,175.29,Second Class,2018-07-12,30.54
1056,ORD39744,2019-08-24,Liam Martinez,North,Oregon,Office Supplies,Paper,Paper 196,7,1876.59,0.44,-343.27,Second Class,2015-10-03,22.53
1057,ORD99992,2018-11-25,John Smith,East,California,Furniture,Chairs,Chairs 384,8,2288.33,0.0,434.5,Same Day,2024-07-12,19.41
1058,ORD15066,2016-07-03,Alice Williams,West,Illinois,Furniture,Chairs,Chairs 769,6,2348.94,0.34,-286.08,Second Class,2019-02-17,38.19
1059,ORD34975,2020-08-11,Bob Brown,West,Arizona,Furniture,Tables,Tables 400,4,614.24,0.12,67.3,Second Class,2016-09-15,41.13
1060,ORD43573,2022-11-28,Jane Johnson,East,Oregon,Technology,Monitors,Monitors 121,3,126.08,0.44,-32.01,Second Class,2023-03-24,49.57
1061,ORD39623,2017-04-20,Emma Miller,Central,Washington,Office Supplies,Pens,Pens 346,7,3142.36,0.38,-640.49,Same Day,2019-12-18,35.36
1062,ORD24528,2019-04-21,Alice Williams,North,California,Office Supplies,Pens,Pens 206,5,1565.76,0.25,-50.22,Standard Class,2022-07-28,15.03
1063,ORD95788,2015-02-22,Jane Johnson,North,Washington,Technology,Printers,Printers 131,7,1686.97,0.04,294.25,First Class,2020-09-09,38.72
1064,ORD81221,2017-05-23,Liam Martinez,East,California,Office Supplies,Paper,Paper 174,7,2794.68,0.1,79.18,Second Class,2022-07-24,6.68
1065,ORD27382,2020-06-20,Sophia Rodriguez,West,California,Office Supplies,Pens,Pens 837,9,729.98,0.38,-186.48,First Class,2021-07-15,46.44
1066,ORD54269,2017-06-13,Sophia Rodriguez,North,Arizona,Furniture,Tables,Tables 792,2,578.81,0.37,-73.79,Second Class,2015-06-18,32.83
1067,ORD50338,2024-09-07,Bob Brown,East,New York,Office Supplies,Pens,Pens 741,5,885.57,0.31,-83.12,Same Day,2024-11-08,43.42
1068,ORD83840,2022-04-01,Jane Johnson,West,Oregon,Office Supplies,Binders,Binders 281,7,2699.22,0.48,-822.52,Standard Class,2022-07-13,12.26
1069,ORD47295,2019-02-20,Jane Johnson,South,Texas,Office Supplies,Binders,Binders 926,7,2394.06,0.48,-909.28,Same Day,2021-10-01,9.3
1070,ORD45990,2023-09-20,David Garcia,South,Texas,Technology,Printers,Printers 313,3,1234.56,0.39,-184.57,Same Day,2021-10-13,34.74
1071,ORD48887,2024-11-04,David Garcia,West,Arizona,Office Supplies,Binders,Binders 330,4,1076.11,0.46,-289.07,Second Class,2020-10-15,18.07
1072,ORD58858,2015-01-19,Sophia Rodriguez,South,California,Technology,Laptops,Laptops 786,2,849.07,0.1,81.07,Same Day,2018-07-02,30.83
1073,ORD75225,2017-05-09,Olivia Davis,West,New York,Furniture,Tables,Tables 784,10,3396.25,0.07,749.83,Second Class,2018-06-24,30.5
1074,ORD80614,2017-01-07,Olivia Davis,Central,Illinois,Furniture,Chairs,Chairs 759,8,2268.21,0.11,109.65,First Class,2018-02-16,16.07
611,ORD65351,2021-04-14,David Garcia,West,California,Technology,Printers,Printers 244,10,975.32,0.08,45.03,First Class,2024-08-04,23.23
1076,ORD39958,2023-06-09,Liam Martinez,South,Illinois,Technology,Printers,Printers 749,10,2056.3,0.16,-123.06,Standard Class,2020-08-16,38.49
1077,ORD74998,2016-03-24,John Smith,West,California,Office Supplies,Paper,Paper 208,4,1891.81,0.22,132.71,First Class,2024-03-21,34.67
1078,ORD29712,202-15-30,Alice Williams,North,Texas,Furniture,Chairs,Chairs 170,9,1112.8,0.37,-216.48,Standard Class,2023-10-18,18.02
1079,ORD41618,2017-10-17,Alice Williams,Central,Illinois,Technology,Printers,Printers 622,1,289.41,0.47,-90.56,First Class,2021-11-14,33.15
1080,ORD98255,2024-09-07,Sophia Rodriguez,South,Florida,Office Supplies,Binders,Binders 869,9,1435.32,0.07,70.33,Standard Class,2024-09-18,38.34
1081,ORD64786,2020-11-03,David Garcia,West,Arizona,Technology,Monitors,Monitors 807,7,1202.89,0.25,-59.01,Same Day,2023-07-03,16.44
1082,ORD20475,2020-02-22,John Smith,South,Arizona,Office Supplies,Binders,Binders 202,1,71.58,0.22,-1.75,Standard Class,2019-01-25,42.01
1083,ORD43122,2024-11-13,Olivia Davis,East,Washington,Office Supplies,Paper,Paper 787,8,2416.71,0.32,-422.49,First Class,2023-07-08,49.72
1084,ORD17002,2021-08-10,John Smith,West,New York,Office Supplies,Pens,Pens 208,3,1350.81,0.35,-267.5,Standard Class,2021-03-03,30.87
1085,ORD78471,2020-11-10,Bob Brown,North,Florida,Technology,Monitors,Monitors 559,10,976.75,0.27,-83.49,First Class,2020-09-16,29.7
786,ORD84211,2019-02-15,Emma Miller,West,Arizona,Furniture,Tables,Tables 285,1,488.55,0.16,-14.86,Same Day,2015-10-12,10.28
1087,ORD46872,2022-04-18,Emma Miller,East,California,Furniture,Chairs,Chairs 998,6,1828.12,0.01,279.12,Standard Class,2023-05-11,13.54
1088,ORD78988,2020-03-08,Emma Miller,East,Oregon,Technology,Printers,Printers 486,9,3312.28,0.33,-564.83,First Class,2018-08-13,24.25
1089,ORD76890,2020-12-27,John Smith,North,Florida,Furniture,Chairs,Chairs 663,7,3378.77,0.25,-288.13,Same Day,2019-06-16,14.77
1090,ORD43688,2021-07-18,Jane Johnson,West,Oregon,Technology,Monitors,Monitors 125,10,3459.72,0.37,-740.8,Same Day,2015-01-25,15.87
302,ORD35526,2019-02-14,Charlie Jones,North,Arizona,Furniture,Tables,Tables 268,1,47.39,0.49,-9.79,Second Class,2021-03-16,25.36
